0	B
1	A
2	D
3	A
4	C
5	A
6	D
7	D
8	A
9	A
10	C
11	A
12	B
13	B
14	E
15	A
16	A
17	B
18	C
19	E
20	B
21	F
22	B
23	A
24	A
25	A
26	C
27	B
28	C
29	A
30	A
31	B
32	A
33	A
34	B
35	C
36	B
37	A
38	A
39	B
40	A
41	G
42	A
43	D
44	A
45	C
46	A
47	D
48	D
49	A
50	A
51	C
52	A
53	B
54	B
55	E
56	A
57	A
58	B
59	E
60	D
61	F
62	B
63	A
64	B
65	A
66	A
67	B
68	A
69	B
70	B
71	C
72	A
73	D
74	A
75	C
76	A
77	D
78	D
79	A
80	A
81	C
82	B
83	B
84	B
85	E
86	A
87	B
88	E
89	F
90	B
91	A
92	B
93	A
94	B
95	A
96	G
97	A
98	D
99	A
100	C
101	A
102	D
103	A
104	A
105	C
106	A
107	B
108	B
109	E
110	A
111	E
112	B
113	B
114	A
115	D
116	A
117	D
118	A
119	C
120	A
121	D
122	A
123	A
124	C
125	A
126	B
127	B
128	B
129	A
130	G
131	A
132	D
133	A
134	C
135	A
136	B
137	A
138	A
139	C
140	A
141	B
142	A
143	G
144	A
145	A
146	A
147	D
148	A
149	A
150	C
151	A
152	B
153	G
154	A
155	A
156	A
157	B
158	A
159	C
160	A
161	B
162	G
163	A
164	A
165	A
166	D
167	A
168	C
169	B
170	G
171	A
172	A
173	A
174	A
175	B
176	G
177	A
178	A
179	A
180	A
181	B
182	B
183	A
184	A
185	A
186	A
187	B
188	G
189	A
190	A
191	A
192	A
193	B
194	B
195	A
196	A
197	A
198	B
199	C
200	A
201	A
202	A
203	B
204	D
205	A
206	A
207	A
208	B
209	E
210	A
211	A
212	B
213	B
214	A
215	A
216	G
217	A
218	A
219	G
220	A
221	A
222	D
223	A
224	A
225	G
226	A
227	A
228	G
229	A
230	A
231	G
232	A
233	C
234	A
235	D
236	A
237	G
238	A
239	B
240	A
241	G
242	A
243	G
244	A
245	G
246	A
247	C
248	A
249	G
250	A
251	G
252	D
253	D
254	D
255	C
256	C
257	G
258	C
259	C
260	G
261	D
262	B
263	B
264	D
265	G
266	C
267	C
268	C
269	G
270	B
271	D
272	G
273	B
274	G
275	G
276	D
277	G
278	B
279	G
280	C
281	G
282	G
283	C
284	D
285	B
286	G
287	G
288	G
289	E
290	G
291	G
292	G
293	G
294	D
295	G
296	C
297	D
298	B
299	G
300	G
301	C
302	B
303	C
304	C
305	B
306	B
307	B
308	G
309	G
310	B
311	B
312	D
313	G
314	G
315	D
316	B
317	D
318	D
319	G
320	G
321	B
322	C
323	B
324	D
325	G
326	C
327	G
328	G
329	G
330	G
331	E
332	D
333	B
334	C
335	D
336	G
337	G
338	C
339	G
340	D
341	G
342	C
343	E
344	B
345	B
346	D
347	D
348	G
349	D
350	G
351	C
352	D
353	C
354	C
355	B
356	G
357	C
358	G
359	G
360	D
361	G
362	B
363	B
364	C
365	G
366	D
367	C
368	C
369	B
370	G
371	G
372	C
373	D
374	B
375	B
376	G
377	G
378	G
379	B
380	G
381	D
382	B
383	G
384	G
385	G
386	G
387	C
388	G
389	C
390	B
391	C
392	G
393	C
394	G
395	C
396	D
397	C
398	B
399	C
400	B
401	G
402	G
403	B
404	B
405	B
406	B
407	B
408	B
409	B
410	C
411	G
412	G
413	G
414	C
415	G
416	C
417	C
418	C
419	D
420	B
421	G
422	G
423	G
424	E
425	G
426	E
427	C
428	B
429	C
430	G
431	D
432	G
433	G
434	C
435	G
436	G
437	E
438	B
439	C
440	D
441	G
442	C
443	D
444	G
445	G
446	G
447	C
448	B
449	C
450	B
451	C
452	G
453	C
454	B
455	D
456	B
457	G
458	C
459	B
460	G
461	G
462	C
463	B
464	G
465	D
466	D
467	C
468	B
469	G
470	G
471	G
472	C
473	C
474	G
475	G
476	E
477	G
478	D
479	G
480	B
481	C
482	G
483	D
484	B
485	D
486	G
487	D
488	G
489	B
490	G
491	G
492	B
493	C
494	G
495	C
496	C
497	B
498	G
499	B
500	D
501	D
502	B
503	D
504	D
505	C
506	G
507	C
508	B
509	G
510	G
511	C
512	B
513	G
514	G
515	C
516	G
517	G
518	B
519	G
520	G
521	G
522	G
523	G
524	D
525	D
526	G
527	G
528	G
529	D
530	G
531	D
532	E
533	B
534	G
535	G
536	D
537	D
538	G
539	D
540	G
541	G
542	C
543	D
544	C
545	C
546	D
547	G
548	D
549	G
550	D
551	G
552	G
553	C
554	G
555	D
556	B
557	C
558	B
559	G
560	C
561	B
562	G
563	G
564	G
565	G
566	B
567	G
568	G
569	G
570	G
571	G
572	G
573	B
574	D
575	B
576	E
577	C
578	G
579	C
580	D
581	B
582	C
583	E
584	D
585	B
586	B
587	G
588	E
589	C
590	B
591	G
592	B
593	D
594	B
595	B
596	G
597	G
598	G
599	C
600	C
601	G
602	E
603	C
604	G
605	G
606	B
607	C
608	C
609	G
610	C
611	B
612	D
613	C
614	G
615	E
616	G
617	D
618	G
619	B
620	G
621	D
622	D
623	B
624	G
625	E
626	B
627	E
628	G
629	D
630	C
631	G
632	G
633	D
634	B
635	B
636	D
637	B
638	E
639	B
640	C
641	G
642	E
643	G
644	G
645	C
646	G
647	G
648	D
649	G
650	C
651	B
652	C
653	B
654	G
655	D
656	E
657	B
658	G
659	D
660	C
661	G
662	B
663	B
664	G
665	E
666	B
667	G
668	G
669	C
670	C
671	B
672	G
673	B
674	G
675	D
676	G
677	G
678	C
679	B
680	C
681	G
682	G
683	C
684	G
685	B
686	G
687	C
688	D
689	B
690	C
691	C
692	G
693	G
694	B
695	B
696	C
697	C
698	D
699	E
700	C
701	G
702	C
703	G
704	G
705	G
706	G
707	G
708	B
709	G
710	G
711	G
712	B
713	C
714	C
715	B
716	D
717	G
718	C
719	G
720	C
721	G
722	B
723	G
724	E
725	C
726	D
727	G
728	B
729	B
730	C
731	D
732	G
733	C
734	B
735	B
736	C
737	G
738	C
739	D
740	D
741	B
742	G
743	C
744	C
745	B
746	D
747	G
748	B
749	G
750	B
751	B
752	C
753	B
754	C
755	D
756	G
757	B
758	G
759	G
760	G
761	B
762	G
763	C
