0	B
1	A
2	D
3	A
4	C
5	A
6	D
7	D
8	A
9	A
10	C
11	A
12	B
13	B
14	E
15	A
16	A
17	B
18	C
19	E
20	B
21	F
22	B
23	A
24	A
25	A
26	C
27	B
28	C
29	A
30	A
31	B
32	A
33	A
34	B
35	C
36	B
37	A
38	A
39	B
40	A
41	G
42	A
43	D
44	A
45	C
46	A
47	D
48	D
49	A
50	A
51	C
52	A
53	B
54	B
55	E
56	A
57	A
58	B
59	E
60	D
61	F
62	B
63	A
64	B
65	A
66	A
67	B
68	A
69	B
70	B
71	C
72	A
73	D
74	A
75	C
76	A
77	D
78	D
79	A
80	A
81	C
82	B
83	B
84	B
85	E
86	A
87	B
88	E
89	F
90	B
91	A
92	B
93	A
94	B
95	A
96	G
97	A
98	D
99	A
100	C
101	A
102	D
103	A
104	A
105	C
106	A
107	B
108	B
109	E
110	A
111	?
112	E
113	B
114	B
115	A
116	D
117	A
118	D
119	A
120	C
121	A
122	D
123	A
124	A
125	C
126	A
127	B
128	B
129	?
130	B
131	A
132	G
133	A
134	D
135	A
136	C
137	A
138	B
139	A
140	A
141	C
142	A
143	B
144	A
145	G
146	A
147	A
148	A
149	D
150	A
151	A
152	C
153	A
154	B
155	G
156	A
157	A
158	A
159	B
160	A
161	C
162	A
163	B
164	G
165	A
166	A
167	A
168	D
169	A
170	C
171	B
172	G
173	A
174	A
175	A
176	A
177	B
178	G
179	A
180	A
181	A
182	A
183	B
184	B
185	A
186	A
187	A
188	A
189	B
190	G
191	A
192	A
193	A
194	A
195	B
196	B
197	A
198	A
199	A
200	B
201	C
202	A
203	A
204	A
205	B
206	D
207	A
208	A
209	A
210	B
211	E
212	A
213	A
214	B
215	B
216	A
217	A
218	G
219	A
220	A
221	G
222	A
223	A
224	D
225	A
226	A
227	G
228	A
229	A
230	G
231	A
232	A
233	G
234	A
235	C
236	A
237	D
238	A
239	G
240	A
241	B
242	A
243	G
244	A
245	G
246	A
247	G
248	A
249	C
250	A
251	G
252	A
253	G
254	D
255	D
256	D
257	C
258	C
259	G
260	C
261	C
262	G
263	D
264	B
265	B
266	D
267	G
268	C
269	C
270	C
271	G
272	B
273	D
274	G
275	B
276	G
277	G
278	D
279	G
280	B
281	G
282	C
283	G
284	G
285	C
286	D
287	B
288	G
289	G
290	G
291	E
292	G
293	G
294	G
295	G
296	D
297	G
298	C
299	D
300	B
301	G
302	G
303	C
304	B
305	C
306	C
307	B
308	B
309	B
310	G
311	G
312	B
313	B
314	D
315	G
316	G
317	D
318	B
319	D
320	D
321	G
322	G
323	B
324	C
325	B
326	D
327	G
328	C
329	G
330	G
331	G
332	G
333	E
334	D
335	B
336	C
337	D
338	G
339	G
340	C
341	G
342	D
343	G
344	C
345	E
346	B
347	B
348	D
349	D
350	G
351	D
352	G
353	C
354	D
355	C
356	C
357	B
358	G
359	C
360	G
361	G
362	D
363	G
364	B
365	B
366	C
367	G
368	D
369	C
370	C
371	B
372	G
373	G
374	C
375	D
376	B
377	B
378	G
379	G
380	G
381	B
382	G
383	D
384	B
385	G
386	G
387	G
388	G
389	C
390	G
391	C
392	B
393	C
394	G
395	C
396	G
397	C
398	D
399	C
400	B
401	C
402	B
403	G
404	G
405	B
406	B
407	B
408	B
409	B
410	B
411	B
412	C
413	G
414	G
415	G
416	C
417	G
418	C
419	C
420	C
421	D
422	B
423	G
424	G
425	G
426	E
427	G
428	E
429	C
430	B
431	C
432	G
433	D
434	G
435	G
436	C
437	G
438	G
439	E
440	B
441	C
442	D
443	G
444	C
445	D
446	G
447	G
448	G
449	C
450	B
451	C
452	B
453	C
454	G
455	C
456	B
457	D
458	B
459	G
460	C
461	B
462	G
463	G
464	C
465	B
466	G
467	D
468	D
469	C
470	B
471	G
472	G
473	G
474	C
475	C
476	G
477	G
478	E
479	G
480	D
481	G
482	B
483	C
484	G
485	D
486	B
487	D
488	G
489	D
490	G
491	B
492	G
493	G
494	B
495	C
496	G
497	C
498	C
499	B
500	G
501	B
502	D
503	D
504	B
505	D
506	D
507	C
508	G
509	C
510	B
511	G
512	G
513	C
514	B
515	G
516	G
517	C
518	G
519	G
520	B
521	G
522	G
523	G
524	G
525	G
526	D
527	D
528	G
529	G
530	G
531	D
532	G
533	D
534	E
535	B
536	G
537	G
538	D
539	D
540	G
541	D
542	G
543	G
544	C
545	D
546	C
547	C
548	D
549	G
550	D
551	G
552	D
553	G
554	G
555	C
556	G
557	D
558	B
559	C
560	B
561	G
562	C
563	B
564	G
565	G
566	G
567	G
568	B
569	G
570	G
571	G
572	G
573	G
574	G
575	B
576	D
577	B
578	E
579	C
580	G
581	C
582	D
583	B
584	C
585	E
586	D
587	B
588	B
589	G
590	E
591	C
592	B
593	G
594	B
595	D
596	B
597	B
598	G
599	G
600	G
601	C
602	C
603	G
604	E
605	C
606	G
607	G
608	B
609	C
610	C
611	G
612	C
613	B
614	D
615	C
616	G
617	E
618	G
619	D
620	G
621	B
622	G
623	D
624	D
625	B
626	G
627	E
628	B
629	E
630	G
631	D
632	C
633	G
634	G
635	D
636	B
637	B
638	D
639	B
640	E
641	B
642	C
643	G
644	E
645	G
646	G
647	C
648	G
649	G
650	D
651	G
652	C
653	B
654	C
655	B
656	G
657	D
658	E
659	B
660	G
661	D
662	C
663	G
664	B
665	B
666	G
667	E
668	B
669	G
670	G
671	C
672	C
673	B
674	G
675	B
676	G
677	D
678	G
679	G
680	C
681	B
682	C
683	G
684	G
685	C
686	G
687	B
688	G
689	C
690	D
691	B
692	C
693	C
694	G
695	G
696	B
697	B
698	C
699	C
700	D
701	E
702	C
703	G
704	C
705	G
706	G
707	G
708	G
709	G
710	B
711	G
712	G
713	G
714	B
715	C
716	C
717	B
718	D
719	G
720	C
721	G
722	C
723	G
724	B
725	G
726	E
727	C
728	D
729	G
730	B
731	B
732	C
733	D
734	G
735	C
736	B
737	B
738	C
739	G
740	C
741	D
742	D
743	B
744	G
745	C
746	C
747	B
748	D
749	G
750	B
751	G
752	B
753	B
754	C
755	B
756	C
757	D
758	G
759	B
760	G
761	G
762	G
763	B
