0	A
1	A
2	D
3	D
4	C
5	A
6	B
7	D
8	B
9	A
10	A
11	A
12	B
13	A
14	E
15	A
16	A
17	A
18	C
19	D
20	D
21	E
22	B
23	A
24	A
25	A
26	A
27	B
28	C
29	A
30	A
31	B
32	A
33	A
34	B
35	C
36	B
37	A
38	A
39	B
40	A
41	B
42	A
43	B
44	D
45	A
46	A
47	B
48	D
49	C
50	A
51	C
52	A
53	D
54	B
55	E
56	A
57	A
58	B
59	D
60	D
61	B
62	B
63	A
64	B
65	A
66	A
67	B
68	A
69	B
70	B
71	A
72	A
73	B
74	D
75	B
76	A
77	B
78	D
79	C
80	A
81	C
82	B
83	B
84	B
85	D
86	A
87	B
88	D
89	A
90	B
91	A
92	B
93	A
94	B
95	A
96	A
97	A
98	B
99	A
100	B
101	A
102	B
103	C
104	A
105	B
106	A
107	B
108	C
109	E
110	A
111	?
112	D
113	B
114	B
115	A
116	D
117	A
118	D
119	A
120	C
121	A
122	B
123	D
124	A
125	C
126	A
127	B
128	C
129	C
130	B
131	A
132	B
133	A
134	B
135	A
136	D
137	A
138	B
139	D
140	A
141	C
142	A
143	B
144	A
145	B
146	A
147	A
148	A
149	B
150	A
151	A
152	B
153	A
154	C
155	C
156	A
157	A
158	A
159	B
160	C
161	C
162	A
163	B
164	B
165	A
166	A
167	A
168	D
169	A
170	C
171	B
172	B
173	A
174	A
175	A
176	C
177	B
178	B
179	A
180	D
181	A
182	C
183	B
184	A
185	A
186	A
187	A
188	B
189	B
190	B
191	A
192	A
193	A
194	D
195	B
196	A
197	A
198	A
199	C
200	C
201	A
202	A
203	A
204	C
205	C
206	D
207	A
208	D
209	C
210	B
211	B
212	A
213	A
214	B
215	B
216	A
217	A
218	B
219	A
220	A
221	D
222	A
223	B
224	D
225	A
226	A
227	B
228	A
229	A
230	B
231	A
232	A
233	B
234	A
235	C
236	A
237	D
238	A
239	B
240	A
241	B
242	A
243	B
244	A
245	B
246	A
247	B
248	A
249	B
250	A
251	B
252	A
253	B
254	C
255	C
256	A
257	A
258	B
259	E
260	B
261	C
262	B
263	C
264	A
