0	M
1	P
2	D
3	I
4	H
5	A
6	O
7	F
8	S
9	Q
10	K
11	R
12	G
13	B
14	L
15	C
16	N
17	E
18	J
19	M
20	P
21	D
22	I
23	H
24	A
25	O
26	F
27	S
28	Q
29	K
30	R
31	G
32	B
33	L
34	C
35	N
36	E
37	M
38	P
39	D
40	I
41	H
42	A
43	O
44	F
45	S
46	Q
47	K
48	R
49	G
50	B
51	L
52	C
53	N
54	E
55	M
56	P
57	D
58	I
59	H
60	A
61	O
62	F
63	S
64	Q
65	K
66	R
67	G
68	B
69	L
70	C
71	N
72	E
73	M
74	P
75	D
76	I
77	H
78	A
79	O
80	F
81	S
82	Q
83	K
84	R
85	G
86	B
87	L
88	C
89	N
90	E
91	M
92	P
93	D
94	I
95	H
96	A
97	O
98	F
99	S
100	Q
101	K
102	R
103	G
104	B
105	L
106	C
107	N
108	E
109	M
110	P
111	D
112	I
113	H
114	A
115	O
116	F
117	S
118	Q
119	K
120	R
121	G
122	B
123	L
124	C
125	N
126	E
127	M
128	P
129	D
130	I
131	H
132	A
133	O
134	F
135	S
136	Q
137	K
138	R
139	G
140	B
141	L
142	C
143	N
144	E
145	M
146	P
147	D
148	I
149	H
150	A
151	O
152	F
153	S
154	Q
155	K
156	R
157	G
158	B
159	L
160	C
161	N
162	E
163	M
164	P
165	D
166	I
167	H
168	A
169	O
170	F
171	S
172	Q
173	K
174	R
175	G
176	B
177	L
178	N
179	E
180	M
181	P
182	D
183	I
184	H
185	A
186	O
187	F
188	S
189	Q
190	K
191	R
192	G
193	B
194	L
195	N
196	E
197	M
198	P
199	D
200	I
201	H
202	A
203	O
204	F
205	S
206	Q
207	K
208	R
209	G
210	B
211	L
212	N
213	E
214	M
215	P
216	D
217	I
218	H
219	A
220	O
221	F
222	S
223	Q
224	K
225	R
226	G
227	B
228	L
229	N
230	M
231	P
232	D
233	I
234	H
235	A
236	O
237	F
238	S
239	Q
240	K
241	R
242	G
243	B
244	L
245	N
246	M
247	P
248	D
249	I
250	H
251	A
252	O
253	F
254	S
255	Q
256	K
257	R
258	G
259	B
260	L
261	N
262	M
263	P
264	D
265	I
266	H
267	A
268	O
269	F
270	S
271	Q
272	K
273	R
274	G
275	B
276	N
277	M
278	P
279	D
280	I
281	H
282	A
283	O
284	F
285	S
286	Q
287	K
288	R
289	G
290	B
291	N
292	M
293	P
294	D
295	I
296	H
297	A
298	O
299	F
300	S
301	Q
302	K
303	R
304	G
305	B
306	N
307	M
308	P
309	D
310	I
311	H
312	A
313	O
314	F
315	S
316	Q
317	K
318	G
319	B
