0	M
1	I
2	S
3	E
4	O
5	A
6	S
7	B
8	A
9	S
10	K
11	A
12	S
13	B
14	S
15	S
16	A
17	E
18	L
19	M
20	B
21	S
22	K
23	O
24	A
25	O
26	A
27	S
28	Q
29	K
30	A
31	G
32	B
33	S
34	S
35	N
36	K
37	M
38	P
39	S
40	K
41	O
42	A
43	S
44	S
45	I
46	A
47	K
48	R
49	S
50	B
51	K
52	C
53	K
54	E
55	M
56	P
57	D
58	K
59	S
60	E
61	O
62	S
63	G
64	Q
65	K
66	R
67	G
68	M
69	L
70	C
71	N
72	E
73	A
74	S
75	I
76	I
77	Q
78	A
79	O
80	S
81	S
82	S
83	K
84	A
85	S
86	S
87	B
88	C
89	N
90	E
91	M
92	E
93	S
94	A
95	O
96	A
97	N
98	S
99	K
100	Q
101	K
102	A
103	P
104	S
105	L
106	S
107	A
108	A
109	M
110	P
111	S
112	I
113	H
114	A
115	O
116	S
117	Q
118	Q
119	K
120	S
121	P
122	B
123	S
124	C
125	N
126	A
127	M
128	P
129	S
130	K
131	O
132	S
133	B
134	S
135	S
136	K
137	K
138	A
139	G
140	B
141	L
142	A
143	N
144	E
145	M
146	A
147	C
148	S
149	O
150	A
151	O
152	S
153	A
154	Q
155	K
156	S
157	C
158	L
159	L
160	G
161	N
162	E
163	M
164	P
165	C
166	K
167	O
168	S
169	O
170	M
171	A
172	Q
173	A
174	A
175	R
176	B
177	S
178	A
179	E
180	M
181	S
182	B
183	A
184	Q
185	A
186	A
187	B
188	M
189	S
190	K
191	S
192	C
193	S
194	B
195	N
196	E
197	M
198	S
199	S
200	I
201	O
202	A
203	O
204	L
205	S
206	S
207	K
208	A
209	P
210	B
211	L
212	S
213	E
214	M
215	S
216	C
217	I
218	O
219	A
220	O
221	S
222	K
223	M
224	S
225	R
226	P
227	S
228	L
229	N
230	M
231	S
232	S
233	I
234	O
235	A
236	Q
237	A
238	S
239	O
240	K
241	S
242	A
243	B
244	L
245	A
246	M
247	S
248	S
249	K
250	S
251	A
252	O
253	B
254	K
255	Q
256	K
257	A
258	G
259	S
260	L
261	N
262	M
263	N
264	S
265	I
266	O
267	A
268	S
269	A
270	S
271	Q
272	S
273	S
274	A
275	B
276	N
277	M
278	S
