0	C
1	A
2	A
3	D
4	F
5	A
6	B
7	D
8	A
9	A
10	C
11	B
12	B
13	B
14	E
15	A
16	B
17	A
18	C
19	G
20	G
21	B
22	D
23	B
24	A
25	F
26	A
27	A
28	C
29	B
30	B
31	A
32	B
33	A
34	B
35	A
36	A
37	C
38	A
39	A
40	A
41	B
42	C
43	A
44	A
45	D
46	D
47	A
48	B
49	D
50	G
51	A
52	C
53	A
54	B
55	B
56	E
57	A
58	A
59	C
60	B
61	B
62	C
63	B
64	A
65	C
66	B
67	B
68	B
69	B
70	A
71	A
72	A
73	A
74	A
75	A
76	A
77	A
78	B
79	A
80	B
81	D
82	A
83	A
84	B
85	A
86	B
87	C
88	E
89	B
90	G
91	D
92	B
93	B
94	A
95	B
96	B
97	A
98	B
99	A
100	C
101	A
102	A
103	D
104	B
105	A
106	D
107	A
108	B
109	B
110	B
111	D
112	B
113	E
114	B
115	G
116	B
117	B
118	A
119	B
120	B
121	B
122	C
123	C
124	A
125	A
126	E
127	C
128	A
129	B
130	A
131	A
132	C
133	A
134	B
135	C
136	D
137	B
138	A
139	C
140	A
141	A
142	D
143	C
144	A
145	D
146	A
147	A
148	C
149	A
150	B
151	B
152	A
153	B
154	B
155	D
156	D
157	A
158	D
159	A
160	A
161	C
162	A
163	B
164	D
165	A
166	B
167	A
168	B
169	A
170	B
171	A
172	B
173	C
174	A
175	A
176	A
177	B
178	A
179	B
180	A
181	B
182	B
183	A
184	A
185	A
186	E
187	A
188	C
189	B
190	B
191	A
192	A
193	A
194	A
195	A
196	C
197	C
198	A
199	A
200	A
201	A
202	D
203	B
204	G
205	A
206	A
207	A
208	A
209	D
210	B
211	A
212	A
213	A
214	A
215	B
216	F
217	A
218	A
219	C
220	B
221	A
222	A
223	B
224	C
225	A
226	A
227	B
228	C
229	A
230	A
231	B
232	C
233	A
234	A
235	B
236	A
237	A
238	G
239	A
240	A
241	B
242	A
243	A
244	G
245	A
246	A
247	G
248	A
249	C
250	A
251	D
252	A
253	G
254	A
255	F
256	A
257	G
258	A
259	G
260	A
261	B
262	A
263	G
264	A
265	G
266	A
267	A
268	D
269	D
270	A
271	G
272	B
273	C
274	A
275	B
276	B
277	F
278	B
279	G
280	B
281	C
282	C
283	C
284	C
285	C
286	C
287	B
288	C
289	D
290	C
291	D
292	B
293	D
294	B
295	E
296	A
297	A
298	C
299	B
300	D
301	E
302	B
303	C
304	B
305	A
306	A
307	G
308	B
309	G
310	B
