0	M
1	C
2	S
3	E
4	O
5	A
6	Q
7	B
8	C
9	A
10	K
11	A
12	G
13	B
14	L
15	G
16	A
17	E
18	L
19	M
20	C
21	D
22	I
23	O
24	A
25	Q
26	Q
27	G
28	Q
29	Q
30	A
31	C
32	B
33	B
34	C
35	G
36	E
37	C
38	C
39	G
40	K
41	Q
42	A
43	O
44	Q
45	E
46	Q
47	K
48	R
49	G
50	E
51	L
52	C
53	E
54	E
55	M
56	P
57	C
58	K
59	O
60	E
61	O
62	S
63	G
64	Q
65	K
66	Q
67	G
68	L
69	L
70	C
71	Q
72	E
73	A
74	P
75	I
76	I
77	O
78	A
79	O
80	Q
81	Q
82	S
83	K
84	A
85	G
86	C
87	L
88	C
89	N
90	C
91	M
92	E
93	E
94	C
95	Q
96	A
97	Q
98	O
99	[answer] is the component of [paragraph]
100	Q
101	A
102	A
103	G
104	C
105	L
106	C
107	Q
108	A
109	M
110	P
111	D
112	I
113	O
114	A
115	O
116	E
117	Q
118	Q
119	E
120	A
121	G
122	B
123	S
124	C
125	A
126	E
127	M
128	P
129	D
130	K
131	O
132	A
133	O
134	O
135	D
136	Q
137	K
138	A
139	G
140	S
141	L
142	E
143	C
144	E
145	M
146	A
147	C
148	I
149	Q
150	A
151	Q
152	E
153	G
154	Q
155	K
156	C
157	C
158	B
159	L
160	G
161	N
162	E
163	A
164	P
165	C
166	K
167	Q
168	Q
169	Q
170	E
171	E
172	Q
173	A
174	A
175	G
176	A
177	L
178	A
179	E
180	L
181	C
182	Q
183	K
184	Q
185	A
186	O
187	E
188	M
189	S
190	K
191	A
192	G
193	D
194	L
195	Q
196	A
197	M
198	C
199	D
200	A
201	Q
202	A
203	O
204	B
205	I
206	Q
207	K
208	A
209	C
210	G
211	L
212	A
213	E
214	A
215	P
216	C
217	I
218	O
219	A
220	Q
221	C
222	C
223	Q
224	K
225	A
226	C
227	B
228	B
229	C
230	M
231	P
232	D
233	I
234	O
235	A
236	Q
237	Q
238	D
239	O
240	K
241	A
242	C
243	D
244	L
245	Q
246	M
247	C
248	M
249	K
250	B
251	A
252	O
253	Q
254	K
255	Q
256	K
257	A
258	C
259	O
260	L
261	D
262	M
263	C
264	C
265	K
266	Q
267	A
268	O
269	B
270	A
271	Q
272	A
273	P
274	C
275	B
276	M
277	G
278	P
279	C
280	C
281	Q
282	A
283	C
284	C
285	G
286	Q
287	S
288	P
289	R
290	C
291	A
292	A
293	C
294	C
295	K
296	O
297	A
298	O
299	D
300	A
301	Q
302	K
303	A
304	G
305	B
306	A
307	C
308	P
309	C
310	I
311	O
312	A
313	O
314	Q
315	G
316	Q
317	A
318	C
319	C
320	K
321	M
322	P
323	C
324	I
325	O
326	E
327	Q
328	C
329	Q
330	C
